Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Count,Last5AwayOver2.5Perc,HST,Last5HomeOver2.5Count,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,AvgLast5AwayGoalsConceded,B365CAHH,MaxC>2.5,AvgLast5HomeGoalsConceded,AvgHomeGoalsScored,B365C<2.5,AvgAwayGoalsScored,Over2.5
2023-01-25,D1,19:30,Freiburg,Ein Frankfurt,D,A,2022/2023,40.0,3.0,60.0,5,2.0,2,70.59,41.18,2.2,1.4,1.4,2.02,1.97,0.6,1.65,1.98,1.35,0
2023-01-28,D1,17:30,Bayern Munich,Ein Frankfurt,D,H,2022/2023,60.0,2.0,40.0,6,3.0,1,70.59,64.71,3.8,1.6,1.0,1.91,1.37,1.0,3.12,3.4,1.35,0
2023-02-12,D1,16:30,FC Koln,Ein Frankfurt,H,D,2022/2023,60.0,2.0,40.0,4,3.0,1,70.59,47.06,2.4,1.0,1.4,2.01,1.94,0.8,1.65,1.98,1.35,1
2023-02-25,D1,14:30,RB Leipzig,Ein Frankfurt,H,H,2022/2023,80.0,2.0,40.0,5,4.0,4,70.59,76.47,1.8,0.8,1.6,1.8,1.85,1.2,2.24,2.1,1.35,1
2023-03-05,D1,16:30,Wolfsburg,Ein Frankfurt,D,D,2022/2023,80.0,3.0,60.0,8,4.0,2,70.59,76.47,2.4,1.0,1.8,2.1,1.96,1.8,2.0,1.98,1.35,1
2023-03-19,D1,14:30,Union Berlin,Ein Frankfurt,H,D,2022/2023,40.0,3.0,60.0,3,2.0,4,70.59,47.06,1.4,0.8,2.0,1.98,2.74,0.4,1.76,1.5,1.35,0
2023-04-08,D1,14:30,Leverkusen,Ein Frankfurt,H,H,2022/2023,80.0,4.0,80.0,8,4.0,3,70.59,70.59,2.2,0.8,2.4,1.91,1.78,1.6,2.06,2.1,1.35,1
2023-04-22,D1,17:30,Dortmund,Ein Frankfurt,H,H,2022/2023,100.0,4.0,80.0,7,5.0,2,70.59,82.35,3.6,0.8,2.6,1.98,1.53,0.8,3.24,2.75,1.35,1
2023-05-06,D1,14:30,Hoffenheim,Ein Frankfurt,H,H,2022/2023,60.0,4.0,80.0,5,3.0,6,70.59,70.59,1.8,0.8,2.8,1.89,1.64,1.2,1.65,2.5,1.35,1
2023-05-20,D1,14:30,Schalke 04,Ein Frankfurt,D,D,2022/2023,100.0,4.0,80.0,4,5.0,3,70.59,70.59,2.2,0.8,2.8,1.8,1.66,2.0,1.35,2.3,1.35,1
2023-08-27,D1,14:30,Mainz,Ein Frankfurt,D,H,2023/2024,0.0,0.0,0.0,7,0.0,2,64.71,35.29,1.0,1.0,1.0,2.02,2.09,1.0,1.35,1.86,1.29,0
2023-09-16,D1,17:30,Bochum,Ein Frankfurt,D,D,2023/2024,0.0,0.0,0.0,10,0.0,6,64.71,58.82,1.0,1.0,1.0,2.09,2.08,1.0,1.53,1.84,1.29,0
2023-09-30,D1,14:30,Wolfsburg,Ein Frankfurt,H,H,2023/2024,33.33,0.0,0.0,7,1.0,3,64.71,64.71,2.0,0.67,1.33,1.89,2.1,0.33,1.47,1.9,1.29,0
2023-10-21,D1,14:30,Hoffenheim,Ein Frankfurt,A,A,2023/2024,100.0,1.0,25.0,5,4.0,5,64.71,70.59,1.5,1.25,1.25,2.06,1.88,2.25,1.82,2.0,1.29,1
2023-11-04,D1,14:30,Union Berlin,Ein Frankfurt,A,A,2023/2024,80.0,2.0,40.0,3,4.0,3,64.71,58.82,0.8,1.6,1.0,2.08,2.17,2.4,1.29,1.73,1.29,1
2023-11-12,D1,16:30,Werder Bremen,Ein Frankfurt,D,H,2023/2024,80.0,3.0,60.0,5,4.0,3,64.71,70.59,2.4,1.8,1.2,2.0,1.73,1.2,1.71,2.2,1.29,1
2023-12-03,D1,18:30,Augsburg,Ein Frankfurt,H,H,2023/2024,80.0,4.0,80.0,4,4.0,6,64.71,58.82,1.8,1.8,1.4,1.87,2.12,1.4,1.53,1.84,1.29,1
2023-12-17,D1,16:30,Leverkusen,Ein Frankfurt,H,H,2023/2024,80.0,5.0,100.0,6,4.0,2,64.71,82.35,2.6,1.8,1.6,1.95,1.55,0.4,2.76,2.75,1.29,1
2024-01-13,D1,14:30,RB Leipzig,Ein Frankfurt,A,A,2023/2024,80.0,4.0,80.0,7,4.0,1,64.71,58.82,2.8,1.4,1.4,1.9,1.6,0.8,2.35,2.38,1.29,0
2024-01-20,D1,14:30,Darmstadt,Ein Frankfurt,D,A,2023/2024,40.0,4.0,80.0,3,2.0,4,64.71,64.71,0.4,1.2,1.8,1.75,2.15,1.4,0.88,1.73,1.29,1
2024-02-03,D1,17:30,FC Koln,Ein Frankfurt,H,D,2023/2024,20.0,3.0,60.0,4,1.0,4,64.71,41.18,0.6,0.8,1.8,2.15,2.25,1.2,0.88,1.67,1.29,0
2024-02-18,D1,14:30,Freiburg,Ein Frankfurt,D,D,2023/2024,60.0,3.0,60.0,8,3.0,6,64.71,58.82,1.8,1.2,2.0,2.14,2.06,1.6,1.65,1.89,1.29,1
2024-03-02,D1,14:30,Heidenheim,Ein Frankfurt,A,A,2023/2024,60.0,3.0,60.0,3,3.0,6,64.71,58.82,1.2,1.6,1.6,1.83,2.0,1.4,1.76,1.91,1.29,1
2024-03-17,D1,16:30,Dortmund,Ein Frankfurt,H,D,2023/2024,80.0,4.0,80.0,6,4.0,6,64.71,64.71,2.4,1.6,2.2,1.78,1.47,1.2,2.18,3.0,1.29,1
2024-04-13,D1,17:30,Stuttgart,Ein Frankfurt,H,H,2023/2024,60.0,4.0,80.0,6,3.0,3,64.71,76.47,2.4,1.2,2.4,1.98,1.45,1.0,2.94,2.75,1.29,1
2024-04-27,D1,14:30,Bayern Munich,Ein Frankfurt,H,D,2023/2024,60.0,5.0,100.0,9,3.0,3,64.71,70.59,2.8,1.4,2.4,1.95,1.41,1.0,3.12,3.2,1.29,1
2024-05-11,D1,14:30,M'gladbach,Ein Frankfurt,D,D,2023/2024,60.0,4.0,80.0,3,3.0,1,64.71,76.47,1.0,1.0,2.0,2.04,1.6,1.8,1.59,2.38,1.29,0
2021-08-22,D1,16:30,Bayern Munich,FC Koln,H,D,2021/2022,100.0,1.0,100.0,6,1.0,3,52.94,82.35,3.0,2.0,3.0,2.07,1.26,2.0,2.82,4.5,1.47,1
2021-09-11,D1,14:30,Freiburg,FC Koln,D,A,2021/2022,50.0,1.0,50.0,3,1.0,5,52.94,70.59,1.5,1.5,2.0,2.01,1.79,1.0,1.88,2.1,1.47,0
2021-09-25,D1,14:30,Ein Frankfurt,FC Koln,D,D,2021/2022,0.0,1.0,33.33,3,0.0,2,52.94,41.18,0.67,1.33,1.67,1.85,1.66,0.67,1.18,2.5,1.47,0
2021-10-15,D1,19:30,Hoffenheim,FC Koln,H,H,2021/2022,75.0,2.0,50.0,8,3.0,0,52.94,58.82,2.5,1.0,2.5,2.08,1.48,1.25,2.0,2.75,1.47,1
2021-10-30,D1,14:30,Dortmund,FC Koln,H,H,2021/2022,80.0,2.0,40.0,4,4.0,6,52.94,88.24,2.8,0.8,2.4,2.03,1.54,1.2,3.06,2.5,1.47,0
2021-11-21,D1,16:30,Mainz,FC Koln,D,H,2021/2022,40.0,1.0,20.0,2,2.0,6,52.94,52.94,1.4,0.6,2.0,2.07,1.89,1.0,1.94,2.0,1.47,0
2021-12-04,D1,14:30,Bielefeld,FC Koln,D,A,2021/2022,80.0,1.0,20.0,5,4.0,3,52.94,35.29,1.0,0.6,2.0,1.87,1.87,2.4,0.88,2.0,1.47,0
2021-12-14,D1,19:30,Wolfsburg,FC Koln,A,D,2021/2022,40.0,2.0,40.0,5,2.0,6,52.94,47.06,0.8,1.0,2.2,1.96,1.78,2.0,1.47,2.2,1.47,1
2022-01-09,D1,14:30,Hertha,FC Koln,A,A,2021/2022,40.0,2.0,40.0,5,2.0,8,52.94,64.71,1.6,1.6,1.4,2.13,1.8,1.4,1.41,2.1,1.47,1
2022-01-22,D1,17:30,Bochum,FC Koln,D,A,2021/2022,40.0,3.0,60.0,7,2.0,3,52.94,35.29,1.2,2.0,1.4,1.97,1.81,1.0,1.24,2.1,1.47,1
2022-02-11,D1,19:30,RB Leipzig,FC Koln,H,H,2021/2022,60.0,4.0,80.0,4,3.0,2,52.94,76.47,2.6,2.0,1.8,1.96,1.52,1.0,2.53,2.62,1.47,1
2022-02-26,D1,14:30,Greuther Furth,FC Koln,D,D,2021/2022,40.0,4.0,80.0,5,2.0,5,52.94,47.06,1.0,2.0,1.8,1.89,1.82,0.6,0.88,2.0,1.47,0
2022-03-13,D1,14:30,Leverkusen,FC Koln,A,D,2021/2022,80.0,3.0,60.0,3,4.0,3,52.94,64.71,2.8,1.6,1.4,1.88,1.55,1.2,2.29,2.5,1.47,0
2022-04-01,D1,19:30,Union Berlin,FC Koln,H,D,2021/2022,60.0,2.0,40.0,5,3.0,1,52.94,41.18,1.4,1.0,1.4,1.96,2.26,1.2,1.47,1.66,1.47,0
2022-04-16,D1,17:30,M'gladbach,FC Koln,A,A,2021/2022,60.0,2.0,40.0,4,3.0,6,52.94,70.59,1.8,1.2,1.2,1.87,1.66,1.6,1.94,2.3,1.47,1
2022-04-30,D1,14:30,Augsburg,FC Koln,A,A,2021/2022,60.0,2.0,40.0,5,3.0,8,52.94,58.82,1.4,1.8,0.8,1.91,1.8,1.4,1.47,2.1,1.47,1
2022-05-14,D1,14:30,Stuttgart,FC Koln,H,H,2021/2022,60.0,3.0,60.0,12,3.0,3,52.94,64.71,1.8,1.8,1.0,1.92,1.54,1.6,1.65,2.62,1.47,1
2022-08-13,D1,14:30,RB Leipzig,FC Koln,D,D,2022/2023,100.0,1.0,100.0,5,1.0,3,52.94,76.47,2.0,2.0,2.0,1.94,1.57,2.0,2.24,2.75,1.24,1
2022-08-21,D1,14:30,Ein Frankfurt,FC Koln,D,D,2022/2023,50.0,1.0,50.0,3,1.0,2,52.94,52.94,1.0,1.5,1.5,1.89,1.67,3.5,2.06,2.37,1.24,0
2022-09-03,D1,14:30,Wolfsburg,FC Koln,A,A,2022/2023,66.67,2.0,66.67,3,2.0,5,52.94,76.47,1.33,2.33,1.67,1.88,1.84,2.0,2.0,2.0,1.24,1
2022-09-18,D1,16:30,Bochum,FC Koln,D,H,2022/2023,50.0,2.0,50.0,0,2.0,3,52.94,64.71,0.5,2.0,1.5,2.06,1.63,3.0,1.65,2.37,1.24,0
2022-10-09,D1,14:30,M'gladbach,FC Koln,H,H,2022/2023,60.0,3.0,60.0,6,3.0,3,52.94,52.94,2.4,2.0,2.2,2.02,1.63,0.8,1.94,2.37,1.24,1
2022-10-21,D1,19:30,Mainz,FC Koln,H,H,2022/2023,40.0,3.0,60.0,7,2.0,2,52.94,64.71,1.4,1.6,2.8,1.8,1.92,1.0,1.82,2.1,1.24,1
2022-11-06,D1,16:30,Freiburg,FC Koln,H,D,2022/2023,20.0,3.0,60.0,5,1.0,2,52.94,41.18,1.4,1.4,3.0,1.75,1.83,0.2,1.65,2.1,1.24,0
2022-11-12,D1,14:30,Hertha,FC Koln,H,H,2022/2023,60.0,2.0,40.0,8,3.0,2,52.94,47.06,1.8,0.6,3.0,1.88,1.93,1.4,1.41,2.0,1.24,0
2023-01-24,D1,19:30,Bayern Munich,FC Koln,D,A,2022/2023,80.0,2.0,40.0,7,4.0,1,52.94,64.71,4.4,0.6,3.0,2.06,1.23,0.8,3.12,4.33,1.24,0
2023-01-29,D1,14:30,Schalke 04,FC Koln,D,D,2022/2023,20.0,1.0,20.0,2,1.0,0,52.94,70.59,0.4,0.2,2.0,1.88,1.81,2.0,1.35,2.1,1.24,0
2023-02-18,D1,14:30,Stuttgart,FC Koln,H,H,2022/2023,60.0,1.0,20.0,7,3.0,4,52.94,47.06,1.6,0.2,1.6,1.94,2.08,1.0,1.35,1.85,1.24,1
2023-03-04,D1,14:30,Union Berlin,FC Koln,D,D,2022/2023,60.0,1.0,20.0,2,3.0,4,52.94,47.06,1.4,0.2,1.2,2.1,2.47,0.8,1.76,1.57,1.24,0
2023-03-18,D1,17:30,Dortmund,FC Koln,H,H,2022/2023,100.0,2.0,40.0,8,5.0,5,52.94,82.35,4.2,0.4,2.0,1.97,1.59,1.4,3.24,2.5,1.24,1
2023-04-08,D1,14:30,Augsburg,FC Koln,A,A,2022/2023,40.0,3.0,60.0,1,2.0,5,52.94,41.18,1.2,0.8,2.0,2.09,2.19,1.0,0.94,1.73,1.24,1
2023-04-22,D1,14:30,Hoffenheim,FC Koln,A,A,2022/2023,60.0,4.0,80.0,4,3.0,7,52.94,70.59,1.4,1.4,2.2,2.07,1.93,1.6,1.65,1.97,1.24,1
2023-05-05,D1,19:30,Leverkusen,FC Koln,A,A,2022/2023,80.0,4.0,80.0,4,4.0,5,52.94,70.59,2.4,1.8,1.8,2.03,1.77,1.0,2.06,2.2,1.24,1
2023-05-20,D1,14:30,Werder Bremen,FC Koln,D,A,2022/2023,80.0,4.0,80.0,6,4.0,4,52.94,70.59,1.2,2.0,2.0,1.81,1.68,2.0,1.53,2.3,1.24,0
2023-08-19,D1,17:30,Dortmund,FC Koln,H,D,2023/2024,0.0,0.0,0.0,2,0.0,4,29.41,64.71,1.0,0.0,1.0,2.06,1.5,0.0,2.18,2.75,0.76,0
2023-09-03,D1,14:30,Ein Frankfurt,FC Koln,D,A,2023/2024,0.0,0.0,0.0,4,0.0,2,29.41,52.94,1.0,0.5,1.0,1.9,2.13,0.5,1.71,1.81,0.76,0
2023-09-23,D1,17:30,Werder Bremen,FC Koln,H,D,2023/2024,100.0,1.0,33.33,6,3.0,5,29.41,70.59,2.0,0.67,1.33,2.05,1.75,1.67,1.71,2.1,0.76,1
2023-10-08,D1,14:30,Leverkusen,FC Koln,H,H,2023/2024,100.0,2.0,50.0,10,4.0,3,29.41,82.35,3.75,0.5,1.75,2.06,1.6,1.0,2.76,2.38,0.76,1
2023-10-28,D1,17:30,RB Leipzig,FC Koln,H,H,2023/2024,80.0,3.0,60.0,13,4.0,1,29.41,58.82,3.2,0.4,2.6,2.1,1.61,0.6,2.35,2.38,0.76,1
2023-11-11,D1,17:30,Bochum,FC Koln,D,H,2023/2024,40.0,3.0,60.0,9,2.0,6,29.41,58.82,1.2,0.6,2.6,1.9,1.73,1.6,1.53,2.2,0.76,0
2023-12-01,D1,19:30,Darmstadt,FC Koln,A,D,2023/2024,60.0,3.0,60.0,1,3.0,6,29.41,64.71,1.2,0.6,2.4,2.01,2.0,1.6,0.88,1.94,0.76,0
2023-12-17,D1,14:30,Freiburg,FC Koln,H,D,2023/2024,40.0,2.0,40.0,7,2.0,1,29.41,58.82,2.0,0.4,2.4,1.95,1.99,1.0,1.65,1.95,0.76,0
2023-12-20,D1,17:30,Union Berlin,FC Koln,H,D,2023/2024,60.0,1.0,20.0,8,3.0,7,29.41,58.82,1.2,0.4,2.2,2.05,1.92,1.6,1.29,2.0,0.76,0
2024-01-27,D1,14:30,Wolfsburg,FC Koln,D,D,2023/2024,60.0,0.0,0.0,5,3.0,2,29.41,64.71,1.2,0.6,1.2,1.95,1.99,1.4,1.47,2.0,0.76,0
2024-02-11,D1,16:30,Hoffenheim,FC Koln,D,D,2023/2024,40.0,0.0,0.0,4,2.0,1,29.41,70.59,1.8,0.6,1.2,1.99,1.67,1.4,1.82,2.2,0.76,0
2024-02-24,D1,14:30,Stuttgart,FC Koln,D,D,2023/2024,60.0,0.0,0.0,5,3.0,6,29.41,76.47,2.6,0.6,1.4,1.95,1.62,1.0,2.94,2.38,0.76,0
2024-03-09,D1,14:30,M'gladbach,FC Koln,D,D,2023/2024,80.0,1.0,20.0,5,4.0,5,29.41,76.47,2.4,1.2,1.6,1.89,2.02,1.6,1.59,1.91,0.76,1
2024-03-31,D1,14:30,Augsburg,FC Koln,D,D,2023/2024,60.0,1.0,20.0,6,3.0,2,29.41,58.82,1.6,1.4,1.4,1.86,1.71,1.4,1.53,2.3,0.76,0
2024-04-13,D1,14:30,Bayern Munich,FC Koln,H,D,2023/2024,60.0,1.0,20.0,7,3.0,5,29.41,70.59,3.0,1.2,1.6,1.85,1.36,1.0,3.12,3.4,0.76,0
2024-04-28,D1,16:30,Mainz,FC Koln,D,H,2023/2024,40.0,1.0,20.0,4,2.0,6,29.41,35.29,2.4,1.2,1.6,1.95,1.75,0.6,1.35,2.2,0.76,0
2024-05-18,D1,14:30,Heidenheim,FC Koln,H,H,2023/2024,60.0,2.0,40.0,7,3.0,9,29.41,58.82,2.0,1.2,2.2,1.85,1.52,1.4,1.76,2.63,0.76,1
2021-08-14,D1,14:30,Bielefeld,Freiburg,D,D,2021/2022,0.0,0.0,0.0,4,0.0,6,58.82,35.29,0.0,0.0,0.0,1.75,2.38,0.0,0.88,1.61,1.53,0
2021-08-28,D1,14:30,Stuttgart,Freiburg,A,A,2021/2022,100.0,1.0,50.0,7,2.0,7,58.82,64.71,3.5,1.5,1.0,1.85,1.7,2.0,1.65,2.3,1.53,1
2021-09-18,D1,14:30,Mainz,Freiburg,D,D,2021/2022,33.33,1.0,33.33,3,1.0,2,58.82,52.94,1.33,1.0,0.67,1.93,2.03,0.0,1.94,1.9,1.53,0
2021-10-02,D1,14:30,Hertha,Freiburg,A,A,2021/2022,100.0,2.0,50.0,3,3.0,4,58.82,64.71,1.33,1.25,0.75,1.83,2.26,1.67,1.41,1.72,1.53,1
2021-10-23,D1,14:30,Wolfsburg,Freiburg,A,A,2021/2022,20.0,2.0,40.0,4,1.0,4,58.82,47.06,0.8,1.4,0.6,1.9,2.23,1.2,1.47,1.72,1.53,0
2021-11-06,D1,14:30,Bayern Munich,Freiburg,H,H,2021/2022,100.0,3.0,60.0,11,5.0,4,58.82,82.35,3.8,1.6,1.0,1.95,1.31,0.6,2.82,3.75,1.53,1
2021-11-27,D1,14:30,Bochum,Freiburg,H,D,2021/2022,40.0,3.0,60.0,5,2.0,11,58.82,35.29,1.4,1.2,1.0,1.87,2.16,0.8,1.24,1.72,1.53,1
2021-12-05,D1,16:30,M'gladbach,Freiburg,A,A,2021/2022,60.0,4.0,80.0,3,3.0,8,58.82,70.59,1.6,2.4,1.0,2.04,1.82,1.6,1.94,2.1,1.53,1
2021-12-15,D1,19:30,Union Berlin,Freiburg,D,D,2021/2022,40.0,3.0,60.0,5,2.0,2,58.82,41.18,1.6,2.0,0.8,2.1,2.4,1.2,1.47,1.57,1.53,0
2022-01-14,D1,19:30,Dortmund,Freiburg,H,H,2021/2022,80.0,4.0,80.0,8,4.0,4,58.82,88.24,2.8,1.8,1.8,1.96,1.45,1.0,3.06,3.0,1.53,1
2022-02-05,D1,14:30,FC Koln,Freiburg,H,H,2021/2022,40.0,3.0,60.0,3,2.0,2,58.82,52.94,1.2,1.6,1.6,1.87,1.79,1.4,1.59,2.1,1.53,0
2022-02-19,D1,14:30,Augsburg,Freiburg,A,A,2021/2022,40.0,3.0,60.0,4,2.0,5,58.82,58.82,1.4,1.8,1.4,1.94,2.0,1.4,1.47,1.92,1.53,1
2022-03-05,D1,14:30,RB Leipzig,Freiburg,D,A,2021/2022,40.0,2.0,40.0,5,2.0,3,58.82,76.47,2.0,0.8,1.6,1.91,1.91,1.0,2.53,1.99,1.53,0
2022-03-19,D1,14:30,Greuther Furth,Freiburg,D,D,2021/2022,60.0,2.0,40.0,1,3.0,3,58.82,47.06,1.2,0.8,1.6,1.96,1.86,1.8,0.88,2.0,1.53,0
2022-04-10,D1,16:30,Ein Frankfurt,Freiburg,A,A,2021/2022,40.0,2.0,40.0,5,2.0,4,58.82,41.18,0.6,1.0,0.8,2.08,1.88,1.2,1.18,2.07,1.53,1
2022-04-30,D1,17:30,Hoffenheim,Freiburg,A,D,2021/2022,60.0,3.0,60.0,7,3.0,5,58.82,58.82,1.4,1.8,1.2,2.06,1.62,1.6,2.0,2.37,1.53,1
2022-05-14,D1,14:30,Leverkusen,Freiburg,H,D,2021/2022,40.0,3.0,60.0,5,2.0,2,58.82,64.71,1.2,1.6,1.4,1.97,1.5,0.8,2.29,2.75,1.53,1
2022-08-06,D1,14:30,Augsburg,Freiburg,A,D,2022/2023,100.0,1.0,100.0,2,1.0,7,58.82,41.18,0.0,4.0,0.0,2.04,1.93,4.0,0.94,1.99,1.35,1
2022-08-20,D1,14:30,Stuttgart,Freiburg,A,A,2022/2023,0.0,1.0,50.0,5,0.0,3,58.82,47.06,0.5,2.5,0.0,1.97,1.78,1.0,1.35,2.1,1.35,0
2022-09-03,D1,14:30,Leverkusen,Freiburg,A,H,2022/2023,100.0,2.0,66.67,6,3.0,3,58.82,70.59,1.0,2.67,0.67,1.75,1.69,2.67,2.06,2.2,1.35,1
2022-09-18,D1,18:30,Hoffenheim,Freiburg,D,D,2022/2023,50.0,2.0,50.0,3,2.0,4,58.82,70.59,2.0,2.0,0.5,1.95,1.79,0.75,1.65,2.1,1.35,0
2022-10-09,D1,16:30,Hertha,Freiburg,D,D,2022/2023,40.0,3.0,60.0,3,2.0,4,58.82,47.06,1.2,2.0,0.8,1.92,1.99,1.4,1.41,1.95,1.35,1
2022-10-16,D1,18:30,Bayern Munich,Freiburg,H,H,2022/2023,60.0,3.0,60.0,8,3.0,0,58.82,64.71,2.8,1.2,1.8,1.86,1.39,0.6,3.12,3.2,1.35,1
2022-10-30,D1,16:30,Schalke 04,Freiburg,A,A,2022/2023,80.0,3.0,60.0,3,4.0,9,58.82,70.59,1.2,1.4,1.8,2.01,1.9,3.0,1.35,2.04,1.35,0
2022-11-09,D1,19:30,RB Leipzig,Freiburg,H,D,2022/2023,80.0,3.0,60.0,8,4.0,2,58.82,76.47,3.0,1.0,2.0,1.97,1.95,0.6,2.24,2.05,1.35,1
2023-01-21,D1,14:30,Wolfsburg,Freiburg,H,H,2022/2023,80.0,4.0,80.0,11,4.0,1,58.82,76.47,3.4,1.0,3.2,1.91,2.07,0.8,2.0,1.84,1.35,1
2023-02-04,D1,14:30,Dortmund,Freiburg,H,D,2022/2023,100.0,4.0,80.0,8,5.0,3,58.82,82.35,3.8,0.8,3.8,1.91,1.66,1.2,3.24,2.3,1.35,1
2023-02-18,D1,14:30,Bochum,Freiburg,A,A,2022/2023,80.0,3.0,60.0,6,4.0,5,58.82,64.71,2.4,1.2,2.8,2.05,2.05,1.4,1.65,1.93,1.35,0
2023-03-04,D1,14:30,M'gladbach,Freiburg,D,D,2022/2023,60.0,3.0,60.0,4,3.0,3,58.82,52.94,1.8,0.8,2.8,1.98,1.82,1.4,1.94,2.1,1.35,0
2023-03-19,D1,18:30,Mainz,Freiburg,D,D,2022/2023,60.0,2.0,40.0,6,3.0,5,58.82,64.71,2.8,0.8,2.4,2.06,2.23,0.8,1.82,1.73,1.35,0
2023-04-16,D1,14:30,Werder Bremen,Freiburg,A,D,2022/2023,80.0,2.0,40.0,5,4.0,3,58.82,70.59,1.4,1.2,1.4,1.96,2.31,1.8,1.53,1.73,1.35,1
2023-04-29,D1,14:30,FC Koln,Freiburg,A,D,2022/2023,0.0,1.0,20.0,8,0.0,6,58.82,47.06,0.2,1.2,0.4,2.08,2.17,1.2,1.65,1.73,1.35,0
2023-05-13,D1,14:30,Union Berlin,Freiburg,H,H,2022/2023,40.0,2.0,40.0,4,2.0,8,58.82,47.06,2.0,1.2,1.2,1.75,2.67,0.6,1.76,1.5,1.35,1
2023-05-27,D1,14:30,Ein Frankfurt,Freiburg,H,A,2022/2023,40.0,3.0,60.0,8,2.0,7,58.82,52.94,1.6,1.4,1.6,1.68,1.62,0.8,2.06,2.38,1.35,1
2023-08-19,D1,14:30,Hoffenheim,Freiburg,A,A,2023/2024,100.0,1.0,100.0,5,1.0,8,70.59,70.59,1.0,2.0,1.0,1.91,1.7,2.0,1.82,2.2,1.0,1
2023-09-02,D1,14:30,Stuttgart,Freiburg,H,H,2023/2024,100.0,2.0,100.0,6,2.0,5,70.59,76.47,5.0,1.0,3.0,2.04,1.87,0.0,2.94,2.1,1.0,1
2023-09-24,D1,16:30,Ein Frankfurt,Freiburg,D,D,2023/2024,0.0,2.0,66.67,5,0.0,2,70.59,52.94,0.67,0.67,2.0,1.91,2.07,0.33,1.71,1.91,1.0,0
2023-10-08,D1,16:30,Bayern Munich,Freiburg,H,H,2023/2024,100.0,3.0,75.0,5,4.0,0,70.59,70.59,3.75,0.5,2.25,1.75,1.27,0.75,3.12,4.33,1.0,1
2023-10-29,D1,16:30,Leverkusen,Freiburg,H,H,2023/2024,100.0,4.0,80.0,4,5.0,4,70.59,82.35,3.4,0.6,2.2,1.86,1.53,1.0,2.76,2.75,1.0,1
2023-11-12,D1,18:30,RB Leipzig,Freiburg,H,D,2023/2024,80.0,4.0,80.0,6,4.0,3,70.59,58.82,2.8,0.4,2.6,1.99,1.59,0.6,2.35,2.5,1.0,1
2023-12-03,D1,14:30,Mainz,Freiburg,A,D,2023/2024,60.0,3.0,60.0,6,3.0,5,70.59,35.29,0.8,0.6,1.6,1.94,2.0,2.0,1.35,1.96,1.0,0
2023-12-09,D1,14:30,Wolfsburg,Freiburg,A,D,2023/2024,60.0,3.0,60.0,3,3.0,1,70.59,64.71,1.4,0.8,1.6,1.92,1.94,1.2,1.47,1.98,1.0,0
2023-12-20,D1,19:30,Heidenheim,Freiburg,H,A,2023/2024,60.0,3.0,60.0,3,3.0,4,70.59,58.82,2.0,1.2,1.6,1.93,2.13,1.8,1.76,1.86,1.0,1
2024-01-27,D1,14:30,Werder Bremen,Freiburg,H,D,2023/2024,60.0,3.0,60.0,4,3.0,4,70.59,70.59,1.6,1.2,1.8,2.06,1.92,1.4,1.71,1.99,1.0,1
2024-02-09,D1,19:30,Dortmund,Freiburg,H,H,2023/2024,80.0,3.0,60.0,8,4.0,3,70.59,64.71,2.6,1.0,1.8,2.04,1.46,1.4,2.18,2.75,1.0,1
2024-02-25,D1,18:30,Augsburg,Freiburg,H,A,2023/2024,60.0,4.0,80.0,8,3.0,1,70.59,58.82,1.4,1.0,2.2,2.06,1.79,1.6,1.53,2.1,1.0,1
2024-03-10,D1,14:30,Bochum,Freiburg,A,A,2023/2024,60.0,5.0,100.0,6,3.0,5,70.59,58.82,1.4,1.2,2.4,1.87,2.06,1.8,1.53,1.93,1.0,1
2024-03-30,D1,14:30,M'gladbach,Freiburg,A,A,2023/2024,80.0,5.0,100.0,4,4.0,8,70.59,76.47,1.8,1.4,1.8,1.86,1.77,2.0,1.59,2.1,1.0,1
2024-04-14,D1,14:30,Darmstadt,Freiburg,A,A,2023/2024,60.0,4.0,80.0,4,3.0,3,70.59,64.71,0.6,1.4,1.2,1.95,1.72,3.2,0.88,2.2,1.0,0
2024-05-04,D1,17:30,FC Koln,Freiburg,D,D,2023/2024,40.0,3.0,60.0,7,2.0,0,70.59,41.18,0.6,1.4,0.6,1.88,1.78,2.0,0.88,2.1,1.0,0
2024-05-18,D1,14:30,Union Berlin,Freiburg,H,D,2023/2024,80.0,3.0,60.0,5,4.0,5,70.59,58.82,1.6,1.4,0.6,1.91,1.79,2.4,1.29,2.1,1.0,1
2021-08-14,D1,14:30,Stuttgart,Greuther Furth,H,H,2021/2022,100.0,1.0,100.0,15,1.0,4,82.35,64.71,5.0,1.0,5.0,2.02,1.79,1.0,1.65,2.1,0.76,1
2021-08-28,D1,14:30,Mainz,Greuther Furth,H,H,2021/2022,50.0,2.0,100.0,9,1.0,1,82.35,52.94,2.0,0.5,4.0,1.94,1.7,0.0,1.94,2.37,0.76,1
2021-09-17,D1,19:30,Hertha,Greuther Furth,H,D,2021/2022,100.0,3.0,100.0,3,2.0,3,82.35,64.71,1.5,0.67,3.33,2.05,2.0,1.5,1.41,1.9,0.76,1
